gene_a.name	gene_a.identifier	gene_b.name	gene_b.identifier	SL.cell_line	SL.pubmed_id	SL.source	SL.statistic_score
NAE1	8883	ZC3HC1	51530	A375;A375	23100467	GenomeRNAi	0.575
CYP2C9	1559	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
ABCB1	5243	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
BCR	613	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
CYP3A4	1576	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
CYP2C19	1557	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
CYP3A7	1551	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
CSF1R	1436	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
NTRK1	4914	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
CYP3A5	1577	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
CYP1A2	1544	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
ABL1	25	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
ABCG2	9429	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
ALB	213	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
ABCA3	21	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
DDR1	780	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
KIT	3815	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
CYP2D6	1565	OR2F1	26211	K562;K562	20609354	GenomeRNAi	0.503
BCAT2	587	CNTFR	1271	LAML	28319085	CRISPR/CRISPRi	0.68
SLC38A2	54407	BACH1	571	null	25171417	Computational Prediction	0.3
CNBP	7555	BACH1	571	null	25171417	Computational Prediction	0.3
PRNP	5621	BACH1	571	null	25171417	Computational Prediction	0.3
ARGFX	503582	BACH1	571	null	29959327	Computational Prediction	0.3
CDCA8	55143	FAF1	11124	null	25171417	Computational Prediction	0.2
CASP8	841	CDH1	999	cancer_D009369	21903591	Text Mining	0.1775
BIRC3	330	CDH1	999	BRCA	25407795	Text Mining	0.4
NARS2	79731	CDH1	999	BRCA	25407795	Text Mining	0.4
BTK	695	CDH1	999	Hela	31300006	CRISPR/CRISPRi	0.62
BRCA1	672	CDH1	999	293T	28319113	CRISPR/CRISPRi	0.65
ABCC4	10257	CDH1	999	BRCA	25407795	Text Mining	0.4
CCT2	10576	CDH1	999	BRCA	25407795	Text Mining	0.4
BRCA2	675	CDH1	999	BRCA	25407795	Text Mining	0.4
KRAS	3845	CDH1	999	null	27655641	RNAi Screen	0.4
CDC20	991	CDH1	999	cancer_D009369	21903591	Text Mining	0.1775
HRAS	3265	MLKL	197259	DLD-1	19490893	GenomeRNAi	0.485
HCN1	348980	MLKL	197259	null	29959327	Computational Prediction	0.3
EIF4G1	1981	MLKL	197259	null	29959327	Computational Prediction	0.3
KRAS	3845	MLKL	197259	DLD-1	19490893	GenomeRNAi	0.485
ARGLU1	55082	CENPP	401541	Jurkat	31300006	CRISPR/CRISPRi	0.12
ARIH1	25820	CENPP	401541	Jurkat	31300006	CRISPR/CRISPRi	0.11
BOD1L1	259282	CENPP	401541	Jurkat	31300006	CRISPR/CRISPRi	0.05
CENPM	79019	CENPP	401541	Jurkat	31300006	CRISPR/CRISPRi	0.05
MTRES1	51250	CENPP	401541	Jurkat	31300006	CRISPR/CRISPRi	0.12
BNIP1	662	CENPP	401541	Jurkat	31300006	CRISPR/CRISPRi	0.01
CDC27	996	CENPP	401541	Jurkat	31300006	CRISPR/CRISPRi	0.03
BUB3	9184	CENPP	401541	Jurkat	31300006	CRISPR/CRISPRi	0.04
ARL2	402	CENPP	401541	Jurkat	31300006	CRISPR/CRISPRi	0.14
CDK1	983	CENPP	401541	K562	31300006	CRISPR/CRISPRi	0.21
HRAS	3265	KIF5C	3800	DLD-1	19490893	GenomeRNAi	0.455
KRAS	3845	ATXN3	4287	COAD	24104479	Text Mining	0.6
HRAS	3265	ORC5	5001	DLD-1	19490893	GenomeRNAi	0.506
KRAS	3845	ORC5	5001	DLD-1	19490893	GenomeRNAi	0.506
NRAS	4893	ORC5	5001	DLD-1	19490893	GenomeRNAi	0.506
KRAS	3845	ARPC2	10109	null	27655641	RNAi Screen	0.4
TMEM165	55858	ARPC2	10109	null	26472760	Low Throughput	null
DMBX1	127343	STON1	11037	null	29959327	Computational Prediction	0.3
NRAS	4893	THAP10	56906	DLD-1	19490893	GenomeRNAi	0.443
HRAS	3265	THAP10	56906	DLD-1	19490893	GenomeRNAi	0.443
KRAS	3845	THAP10	56906	DLD-1	19490893	GenomeRNAi	0.443
AP2A1	160	NUCB1	4924	null	25171417	Computational Prediction	0.2
RNASEL	6041	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
ITPKC	80271	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.467
CDA	978	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
MAPKAPK2	9261	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.455
POLM	27434	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.527
PTGES3	10728	RRM1	6240	null	25171417	Computational Prediction	0.3
MAP3K1	4214	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
RPS6KL1	83694	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.557
IGFBP3	3486	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.521
CDK4	1019	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.521
RAD23B	5887	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.533
BRCA1	672	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.497
BCL2	596	RRM1	6240	null	30682083	Drug Screen	0.4
DGKA	1606	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.56
PKN2	5586	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
MTOR	2475	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.536
CARS1	833	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
DNTT	1791	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.539
KDR	3791	RRM1	6240	"MIAPaCa-2;A549,PC3,MDA468"	19519883;3965078	GenomeRNAi;Decipher	0.675
FLT1	2321	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.482
TAB2	23118	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.56
ABCC10	89845	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
PRKAG3	53632	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.485
LMTK2	22853	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.467
GRK6	2870	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.488
ATR	545	RRM1	6240	MIAPaCa-2;MIAPaCa-2;MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.62
PELO	53918	RRM1	6240	K562	31300006	CRISPR/CRISPRi	0.2
GFI1B	8328	RRM1	6240	K562	31300006	CRISPR/CRISPRi	0.24
FDPS	2224	RRM1	6240	K562	31300006	CRISPR/CRISPRi	0.24
POLD1	5424	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.53
DCK	1633	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
CSNK1E	1454	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.482
RBX1	9978	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.5
RIPK2	8767	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.446
MAP3K7	6885	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.479
CAMK1	8536	RRM1	6240	MIAPaCa-2;MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.602
MARK1	4139	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.569
CDKN2A	1029	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.44
MDM2	4193	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.506
MAPK10	5602	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
CDK2	1017	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.551
FER	2241	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.473
KHK	3795	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.464
POLD4	57804	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.527
CDKL5	6792	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.473
PSMB10	5699	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
ASPM	259266	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
PARP1	142	RRM1	6240	null	30682083	Drug Screen	0.4
PKMYT1	9088	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.551
PRKD3	23683	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.551
ATM	472	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.53
AK1	203	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.491
CALM1	801	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.491
EPHA1	2041	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
ERCC1	2067	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.53
CMPK1	51727	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
IGHMBP2	3508	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.536
MAP4K5	11183	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.449
MAPK12	6300	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.548
STYXL1	51657	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.443
RAD51	5888	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.5
RIPK4	54101	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.44
DLGAP4	22839	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
ABL1	25	RRM1	6240	null	30682083	Drug Screen	0.4
PLK3	1263	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.488
CSE1L	1434	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
POLR2A	5430	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.482
NRAS	4893	RRM1	6240	DLD-1;DLD-1	19490893	GenomeRNAi	0.536
AURKAIP1	54998	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.482
CETN2	1069	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.518
IGF1	3479	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.539
MAPKAPK3	7867	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.473
DAPK2	23604	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.488
BID	637	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.539
RELA	5970	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.512
H2AC8	3012	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.512
CDC42BPA	8476	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.479
KCND1	3750	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
NEK6	10783	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.464
PRKD2	25865	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.467
H4C1	8359	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.524
CAMK1D	57118	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.491
DVL2	1856	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
RIPK1	8737	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.476
PMS2	5395	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.53
RAD9A	5883	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.536
CD47	961	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
NAE1	8883	RRM1	6240	HCT116;HCT116;HCT116	23100467	GenomeRNAi	0.611
MAPKAP1	79109	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.455
EPHB1	2047	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.551
CSNK1D	1453	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.584
CKS2	1164	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.452
AURKA	6790	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.563
PPM1D	8493	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.53
PI4K2A	55361	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.485
HIPK1	204851	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.485
MT1X	4501	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.539
CSK	1445	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.473
HCK	3055	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.554
PDPK1	5170	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.47
HRAS	3265	RRM1	6240	DLD-1;DLD-1	19490893	GenomeRNAi	0.536
NHP2	55651	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.515
CFLAR	8837	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
CDK6	1021	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.521
NFE2L1	4779	RRM1	6240	K562	31300006	CRISPR/CRISPRi	0.17
FURIN	5045	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
PAK1	5058	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.464
PSMB4	5692	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
RBM12	10137	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
POLE	5426	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.509
PANK2	80025	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.566
MAP2K7	5609	RRM1	6240	MIAPaCa-2	19519883	GenomeRNAi	0.467
MTBP	27085	RRM1	6240	K562	31300006	CRISPR/CRISPRi	0.59
ABCB1	5243	RRM1	6240	HeLa	17000754	GenomeRNAi	0.5
EGFR	1956	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.521
MAGI3	260425	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.563
CHEK1	1111	RRM1	6240	HeLa;MIAPaCa-2;MIAPaCa-2;MIAPaCa-2;MIAPaCa-2	17000754;19519883	GenomeRNAi	0.647
RPL13A	23521	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.482
PTTG1	9232	RRM1	6240	COAD	24104479	Text Mining	0.6
GTF2H1	2965	RRM1	6240	"A549,PC3,MDA468"	3965078	Decipher	0.512
PKIA	5569	RRM1	6240	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.575
CMPK1	51727	STAT4	6775	HeLa	17000754	GenomeRNAi	0.5
DCK	1633	STAT4	6775	HeLa	17000754	GenomeRNAi	0.5
ABCC10	89845	STAT4	6775	HeLa	17000754	GenomeRNAi	0.5
SLC28A1	9154	STAT4	6775	HeLa	17000754	GenomeRNAi	0.5
CDA	978	STAT4	6775	HeLa	17000754	GenomeRNAi	0.5
SLC29A1	2030	STAT4	6775	HeLa	17000754	GenomeRNAi	0.5
ABCB1	5243	STAT4	6775	HeLa	17000754	GenomeRNAi	0.5
RRM1	6240	STAT4	6775	HeLa	17000754	GenomeRNAi	0.5
SLC29A2	3177	STAT4	6775	HeLa	17000754	GenomeRNAi	0.5
MYOF	26509	CCN1	3491	null	25171417	Computational Prediction	0.3
CREB3	10488	CCN1	3491	null	25171417	Computational Prediction	0.3
KRAS	3845	RSKR	124923	null	27655641	RNAi Screen	0.4
TP53	7157	RSKR	124923	null	24025726	Computational Prediction	0.3
BLM	641	SMARCA2	6595	COAD	24104479	Text Mining	0.6
MUS81	80198	SMARCA2	6595	COAD	24104479	Text Mining	0.6
FGFR1	2260	SMARCA2	6595	cancer_D009369	23872584	Text Mining	0.1775
EGFR	1956	SMARCA2	6595	cancer_D009369	23872584	Text Mining	0.1775
ALK	238	SMARCA2	6595	cancer_D009369	23872584	Text Mining	0.1775
DDR2	4921	SMARCA2	6595	cancer_D009369	23872584	Text Mining	0.1775
JAK2	3717	SMARCA2	6595	null	25171417	Computational Prediction	0.2
NAE1	8883	TUBB4B	10383	A375;A375	23100467	GenomeRNAi	0.575
COBL	23242	MMP19	4327	null	29959327	Computational Prediction	0.3
ARID1A	8289	MMP19	4327	null	29959327	Computational Prediction	0.3
RBBP8NL	140893	MMP19	4327	null	29959327	Computational Prediction	0.3
LMO7	4008	MMP19	4327	null	29959327	Computational Prediction	0.3
ALPK1	80216	CAMKK2	10645	null	25171417	Computational Prediction	0.3
KRAS	3845	SLC2A11	66035	COAD	24104479	Text Mining	0.6
NRAS	4893	PITX2	5308	DLD-1	19490893	GenomeRNAi	0.461
HRAS	3265	PITX2	5308	DLD-1	19490893	GenomeRNAi	0.461
ADSL	158	DRG1	4733	null	25171417	Computational Prediction	0.2
AFAP1	60312	RTL8C	8933	null	25171417	Computational Prediction	0.3
ABCB1	5243	CKS2	1164	MIAPaCa-2	19519883	GenomeRNAi	0.452
ABCC10	89845	CKS2	1164	MIAPaCa-2	19519883	GenomeRNAi	0.452
CDA	978	CKS2	1164	MIAPaCa-2	19519883	GenomeRNAi	0.452
AKT3	10000	LRP12	29967	null	25171417	Computational Prediction	0.2
SGCB	6443	LRP12	29967	null	25171417	Computational Prediction	0.3
PRMT7	54496	SF3B3	23450	null	25171417	Computational Prediction	0.2
KARS1	3735	SF3B3	23450	null	25171417	Computational Prediction	0.2
DHX38	9785	SF3B3	23450	null	25171417	Computational Prediction	0.2
KRAS	3845	AKT3	10000	null	27655641	RNAi Screen	0.4
AKT1	207	AKT3	10000	OVCAR8	29251726	CRISPR/CRISPRi	0.65
AKT2	208	AKT3	10000	Meljuso	29251726	CRISPR/CRISPRi	0.65
AK1	203	AKT3	10000	Glioblastomas_D005909	19901546	Text Mining	0.1775
PTTG1	9232	PA2G4	5036	COAD	24104479	Text Mining	0.6
MUS81	80198	PA2G4	5036	COAD	24104479	Text Mining	0.6
PTEN	5728	PA2G4	5036	COAD	24104479	Text Mining	0.6
MOB3C	148932	PA2G4	5036	null	29959327	Computational Prediction	0.3
NAE1	8883	PA2G4	5036	A375;A375;A375;A375	23100467	GenomeRNAi	0.629
KRAS	3845	TRIM11	81559	COAD	24104479	Text Mining	0.6
PTTG1	9232	OPN4	94233	COAD	24104479	Text Mining	0.6
BLM	641	OPN4	94233	COAD	24104479	Text Mining	0.6
NAE1	8883	OPN4	94233	HCT116;HCT116	23100467	GenomeRNAi	0.575
ABCA3	21	ATP2C2	9914	K562;K562	20609354	GenomeRNAi	0.503
ABCB1	5243	ATP2C2	9914	K562;K562	20609354	GenomeRNAi	0.503
ABL1	25	ATP2C2	9914	K562;K562	20609354	GenomeRNAi	0.503
ALB	213	ATP2C2	9914	K562;K562	20609354	GenomeRNAi	0.503
ABCG2	9429	ATP2C2	9914	K562;K562	20609354	GenomeRNAi	0.503
TACSTD2	4070	ATP2C2	9914	null	25171417	Computational Prediction	0.3
NAE1	8883	QSOX2	169714	A375	23100467	GenomeRNAi	0.5
GLI3	2737	NSMCE1	197370	null	29959327	Computational Prediction	0.3
KIF14	9928	NSMCE1	197370	K562	31300006	CRISPR/CRISPRi	0.27
KCTD10	83892	NSMCE1	197370	K562	31300006	CRISPR/CRISPRi	0.2
NAE1	8883	NSMCE1	197370	HCT116	23100467	GenomeRNAi	0.5
INTS5	80789	NSMCE1	197370	K562	31300006	CRISPR/CRISPRi	0.21
SLC25A33	84275	YTHDF2	51441	null	25171417	Computational Prediction	0.2
HNRNPR	10236	YTHDF2	51441	null	25171417	Computational Prediction	0.2
PCDHGA1	56114	PCDHGB5	56101	null	25171417	Computational Prediction	0.2
PCDHGA10	56106	PCDHGB5	56101	null	25171417	Computational Prediction	0.2
BLM	641	ZNF250	58500	COAD	24104479	Text Mining	0.6
FGFR1	2260	TPM3	7170	null	29959327	Computational Prediction	0.3
PLXNA4	91584	TPM3	7170	null	29959327	Computational Prediction	0.3
CSK	1445	TPM3	7170	null	29987050	High Throughput	null
MAB21L1	4081	TPM3	7170	null	29959327	Computational Prediction	0.3
CYBRD1	79901	TPM3	7170	null	29959327	Computational Prediction	0.3
VHL	7428	POLI	11201	null	27438146	Computational Prediction	0.3
WDCP	80304	NASP	4678	null	25171417	Computational Prediction	0.3
TDP1	55775	NASP	4678	null	25171417	Computational Prediction	0.3
CTCF	10664	NASP	4678	null	25171417	Computational Prediction	0.3
ZBED4	9889	NASP	4678	null	25171417	Computational Prediction	0.3
ATAD2B	54454	NASP	4678	null	25171417	Computational Prediction	0.3
LSM7	51690	NASP	4678	null	25171417	Computational Prediction	0.3
SPAG5	10615	NASP	4678	null	25171417	Computational Prediction	0.3
ATAD5	79915	NASP	4678	null	25171417	Computational Prediction	0.3
GINS2	51659	NASP	4678	null	25171417	Computational Prediction	0.3
PTBP1	5725	NASP	4678	null	25171417	Computational Prediction	0.3
PAXBP1	94104	NASP	4678	null	25171417	Computational Prediction	0.3
ARID1A	8289	NASP	4678	null	25171417	Computational Prediction	0.2
RFC3	5983	NASP	4678	null	25171417	Computational Prediction	0.3
DNASE1L2	1775	LUC7L	55692	null	25171417	Computational Prediction	0.2
ALDH2	217	XRCC3	7517	LUAD	17429401	Text Mining	0.4
RAD54L	8438	XRCC3	7517	null	25171417	Computational Prediction	0.3
RABGGTB	5876	XRCC3	7517	LUAD	17429401	Text Mining	0.4
CDK1	983	XRCC3	7517	tumors_D009369	20160494	Text Mining	0.1775
ATM	472	XRCC3	7517	tumors_D009369	20160494	Text Mining	0.1775
FGD4	121512	XRCC3	7517	null	29959327	Computational Prediction	0.3
ATR	545	XRCC3	7517	tumors_D009369	20160494	Text Mining	0.1775
BRCA2	675	XRCC3	7517	tumors_D009369	20160494	Text Mining	0.1775
TUBA1A	7846	XRCC3	7517	LUAD	17429401	Text Mining	0.4
NAE1	8883	XRCC3	7517	A375;A375;A375;A375	23100467	GenomeRNAi	0.629
FNTA	2339	XRCC3	7517	LUAD	17429401	Text Mining	0.4
WEE1	7465	XRCC3	7517	LUAD	17429401	Text Mining	0.4
CHEK1	1111	XRCC3	7517	tumors_D009369	20160494	Text Mining	0.1775
PTTG1	9232	ZBTB41	360023	COAD	24104479	Text Mining	0.6
PTEN	5728	ZBTB41	360023	COAD	24104479	Text Mining	0.6
MYC	4609	ZNF112	7771	HMEC	22157079	GenomeRNAi	0.533
NAE1	8883	TAAR9	134860	A375;A375	23100467	GenomeRNAi	0.575
MUS81	80198	TXNDC15	79770	COAD	24104479	Text Mining	0.6
MAPK12	6300	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.557
KDR	3791	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.554
NAE1	8883	SESN2	83667	A375;HCT116	23100467	GenomeRNAi	0.575
RPL13A	23521	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.548
CDK6	1021	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.551
MTOR	2475	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.551
CETN2	1069	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.557
RAD9A	5883	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.545
POLE	5426	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.548
GTF2H1	2965	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.536
RRM1	6240	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.53
DNTT	1791	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.536
PPM1D	8493	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.551
MT1X	4501	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.521
BID	637	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.542
RAD23B	5887	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.56
H4C1	8359	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.557
H2AC8	3012	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.548
NHP2	55651	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.551
IGHMBP2	3508	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.551
POLD1	5424	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.536
POLR2A	5430	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.506
MDM2	4193	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.548
ATM	472	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.53
PMS2	5395	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.557
POLM	27434	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.536
RELA	5970	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.536
EGFR	1956	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.548
RBX1	9978	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.554
POLD4	57804	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.539
CDK4	1019	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.551
BRCA1	672	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.533
RAD51	5888	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.515
IGF1	3479	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.548
PARP2	10038	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.557
CDK2	1017	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.557
ERCC1	2067	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.548
PARP1	142	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.554
IGFBP3	3486	SESN2	83667	"A549,PC3,MDA468"	3965078	Decipher	0.536
NAE1	8883	TCF21	6943	HCT116;HCT116;HCT116	23100467	GenomeRNAi	0.611
KRAS	3845	SDAD1	55153	null	28700943	High Throughput	null
CSK	1445	IL1RL2	8808	null	29987050	High Throughput	null
HRAS	3265	IL1RL2	8808	DLD-1	19490893	GenomeRNAi	0.464
PTEN	5728	EML3	256364	COAD	24104479	Text Mining	0.6
KRAS	3845	EXOSC10	5394	COAD	24104479	Text Mining	0.6
CSK	1445	SYNE3	161176	null	29987050	High Throughput	null
PTEN	5728	ATP5MG	10632	COAD	24104479	Text Mining	0.6
KCND3	3752	PPP1R3A	5506	null	25171417	Computational Prediction	0.3
PDX1	3651	PPP1R3A	5506	null	25171417	Computational Prediction	0.3
GRM8	2918	PPP1R3A	5506	null	25171417	Computational Prediction	0.2
NEUROG2	63973	PPP1R3A	5506	null	25171417	Computational Prediction	0.3
IFNA6	3443	PPP1R3A	5506	null	25171417	Computational Prediction	0.3
KRAS	3845	ORC3	23595	null	28700943	High Throughput	null
ABCC10	89845	DAPK2	23604	MIAPaCa-2	19519883	GenomeRNAi	0.488
ABCB1	5243	DAPK2	23604	MIAPaCa-2	19519883	GenomeRNAi	0.488
